O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
29-1031.00,Dietitians and Nutritionists,324,Purchase food in accordance with health and safety codes.,Supplemental,30.0,08/2021,Occupational Expert
29-1031.00,Dietitians and Nutritionists,320,Develop policies for food service or nutritional programs to assist in health promotion and disease control.,Supplemental,30.0,08/2021,Occupational Expert
29-1031.00,Dietitians and Nutritionists,329,"Organize, develop, analyze, test, and prepare special meals, such as low-fat, low-cholesterol, or chemical-free meals.",Supplemental,30.0,08/2021,Occupational Expert
29-1031.00,Dietitians and Nutritionists,328,"Advise food service managers and organizations on sanitation, safety procedures, menu development, budgeting, and planning to assist with establishment, operation, and evaluation of food service facilities and nutrition programs.",Supplemental,30.0,08/2021,Occupational Expert
29-1031.00,Dietitians and Nutritionists,323,"Prepare and administer budgets for food, equipment, and supplies.",Supplemental,30.0,08/2021,Occupational Expert
29-1031.00,Dietitians and Nutritionists,23917,"Plan, conduct, and evaluate nutrigenomic or nutrigenetic research.",Supplemental,30.0,08/2021,Occupational Expert
29-1031.00,Dietitians and Nutritionists,319,Coordinate recipe development and standardization and develop new menus for independent food service operations.,Supplemental,30.0,08/2021,Occupational Expert
29-1031.00,Dietitians and Nutritionists,334,Plan and prepare grant proposals to request program funding.,Supplemental,30.0,08/2021,Occupational Expert
29-1031.00,Dietitians and Nutritionists,335,Test new food products and equipment.,Supplemental,30.0,08/2021,Occupational Expert
29-1031.00,Dietitians and Nutritionists,336,"Confer with design, building, and equipment personnel to plan for construction and remodeling of food service units.",Supplemental,30.0,08/2021,Occupational Expert
29-1051.00,Pharmacists,1823,"Work in hospitals or clinics or for Health Management Organizations (HMOs), dispensing prescriptions, serving as a medical team consultant, or specializing in specific drug therapy areas, such as oncology or nuclear pharmacotherapy.",Supplemental,63.0,08/2022,Incumbent
29-1051.00,Pharmacists,20406,Update or troubleshoot pharmacy information databases.,Supplemental,63.0,08/2022,Incumbent
29-1051.00,Pharmacists,1822,"Manage pharmacy operations, hiring or supervising staff, performing administrative duties, or buying or selling non-pharmaceutical merchandise.",Supplemental,62.0,08/2022,Incumbent
29-1051.00,Pharmacists,1819,"Prepare sterile solutions or infusions for use in surgical procedures, emergency rooms, or patients' homes.",Supplemental,63.0,08/2022,Incumbent
29-1051.00,Pharmacists,20404,"Offer health promotion or prevention activities, such as training people to use blood pressure devices or diabetes monitors.",Supplemental,63.0,08/2022,Incumbent
29-1051.00,Pharmacists,1826,"Publish educational information for other pharmacists, doctors, or patients.",Supplemental,63.0,08/2022,Incumbent
29-1071.01,Anesthesiologist Assistants,17310,Control anesthesia levels during procedures.,Supplemental,60.0,07/2012,Incumbent
29-1071.01,Anesthesiologist Assistants,17305,"Assist anesthesiologists in monitoring of patients, including electrocardiogram (EKG), direct arterial pressure, central venous pressure, arterial blood gas, hematocrit, or routine measurement of temperature, respiration, blood pressure or heart rate.",Supplemental,60.0,07/2012,Incumbent
29-1071.01,Anesthesiologist Assistants,17309,"Administer blood, blood products, or supportive fluids.",Supplemental,61.0,07/2012,Incumbent
29-1071.01,Anesthesiologist Assistants,17300,Collect and document patients' pre-anesthetic health histories.,Supplemental,61.0,07/2012,Incumbent
29-1071.01,Anesthesiologist Assistants,17306,Assist in the provision of advanced life support techniques including those procedures using high frequency ventilation or intra-arterial cardiovascular assistance devices.,Supplemental,61.0,07/2012,Incumbent
29-1071.01,Anesthesiologist Assistants,17303,Monitor and document patients' progress during post-anesthesia period.,Supplemental,61.0,07/2012,Incumbent
29-1071.01,Anesthesiologist Assistants,17311,"Administer anesthetic, adjuvant, or accessory drugs under the direction of an anesthesiologist.",Supplemental,61.0,07/2012,Incumbent
29-1071.01,Anesthesiologist Assistants,17307,"Assist anesthesiologists in performing anesthetic procedures, such as epidural or spinal injections.",Supplemental,61.0,07/2012,Incumbent
29-1071.01,Anesthesiologist Assistants,17297,"Provide clinical instruction, supervision or training to staff in areas such as anesthesia practices.",Supplemental,61.0,07/2012,Incumbent
29-1071.01,Anesthesiologist Assistants,17308,"Assist in the application of monitoring techniques, such as pulmonary artery catheterization, electroencephalographic spectral analysis, echocardiography, or evoked potentials.",Supplemental,61.0,07/2012,Incumbent
29-1071.01,Anesthesiologist Assistants,17298,Collect samples or specimens for diagnostic testing.,Supplemental,60.0,07/2012,Incumbent
29-1081.00,Podiatrists,7858,"Treat deformities using mechanical methods, such as whirlpool or paraffin baths, and electrical methods, such as short wave and low voltage currents.",Supplemental,70.0,08/2022,Incumbent
29-1122.00,Occupational Therapists,362,Provide patients with assistance in locating or holding jobs.,Supplemental,22.0,08/2021,Occupational Expert
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17343,Administer tests and interpret test results to develop rehabilitation plans for clients.,Supplemental,23.0,08/2021,Occupational Expert
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17344,Train clients to read or write Braille.,Supplemental,23.0,08/2021,Occupational Expert
29-1123.00,Physical Therapists,386,Direct group rehabilitation activities.,Supplemental,76.0,08/2020,Incumbent
29-1124.00,Radiation Therapists,4103,Implement appropriate follow-up care plans.,Supplemental,102.0,07/2013,Incumbent
29-1124.00,Radiation Therapists,4104,"Store, sterilize, or prepare the special applicators containing the radioactive substance implanted by the physician.",Supplemental,102.0,07/2013,Incumbent
29-1124.00,Radiation Therapists,4105,"Assist in the preparation of sealed radioactive materials, such as cobalt, radium, cesium, or isotopes, for use in radiation treatments.",Supplemental,102.0,07/2013,Incumbent
29-1126.00,Respiratory Therapists,20410,Perform endotracheal intubation to maintain open airways for patients who are unable to breathe on their own.,Supplemental,112.0,07/2013,Incumbent
29-1126.00,Respiratory Therapists,20411,"Monitor cardiac patients, using electrocardiography devices, such as a holter monitor.",Supplemental,112.0,07/2013,Incumbent
29-1127.00,Speech-Language Pathologists,18525,"Develop individual or group activities or programs in schools to deal with behavior, speech, language, or swallowing problems.",Supplemental,71.0,08/2022,Incumbent
29-1127.00,Speech-Language Pathologists,1879,Conduct lessons or direct educational or therapeutic games to assist teachers dealing with speech problems.,Supplemental,70.0,08/2022,Incumbent
29-1127.00,Speech-Language Pathologists,1883,Provide communication instruction to dialect speakers or students with limited English proficiency.,Supplemental,70.0,08/2022,Incumbent
29-1127.00,Speech-Language Pathologists,23952,Supervise students or assistants.,Supplemental,71.0,08/2022,Incumbent
29-1127.00,Speech-Language Pathologists,1882,"Communicate with students who use an alternative method of communications, using sign language or computer technology.",Supplemental,71.0,08/2022,Incumbent
29-1127.00,Speech-Language Pathologists,1885,"Conduct or direct research on speech or hearing topics and report findings for use in developing procedures, technologies, or treatments.",Supplemental,69.0,08/2022,Incumbent
29-1129.01,Art Therapists,19152,Photograph or videotape client artwork for inclusion in client records or for promotional purposes.,Supplemental,32.0,08/2021,Occupational Expert
29-1129.01,Art Therapists,19156,Coordinate art showcases to display artwork produced by clients.,Supplemental,32.0,08/2021,Occupational Expert
29-1129.01,Art Therapists,19157,Coordinate field trips for client groups to museums or other public displays of art.,Supplemental,32.0,08/2021,Occupational Expert
29-1131.00,Veterinarians,4121,"Specialize in a particular type of treatment, such as dentistry, pathology, nutrition, surgery, microbiology, or internal medicine.",Supplemental,73.0,08/2020,Incumbent
29-1131.00,Veterinarians,4119,"Direct the overall operations of animal hospitals, clinics, or mobile services to farms.",Supplemental,76.0,08/2020,Incumbent
29-1131.00,Veterinarians,4122,"Inspect and test horses, sheep, poultry, or other animals to detect the presence of communicable diseases.",Supplemental,76.0,08/2020,Incumbent
29-1131.00,Veterinarians,4116,Establish or conduct quarantine or testing procedures that prevent the spread of diseases to other animals or to humans and that comply with applicable government regulations.,Supplemental,75.0,08/2020,Incumbent
29-1131.00,Veterinarians,4124,Research diseases to which animals could be susceptible.,Supplemental,74.0,08/2020,Incumbent
29-1131.00,Veterinarians,4114,"Provide care to a wide range of animals or specialize in a particular species, such as horses or exotic birds.",Supplemental,74.0,08/2020,Incumbent
29-1131.00,Veterinarians,4126,"Determine the effects of drug therapies, antibiotics, or new surgical techniques by testing them on animals.",Supplemental,74.0,08/2020,Incumbent
29-1141.00,Registered Nurses,1861,"Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals.",Supplemental,87.0,08/2021,Incumbent
29-1141.00,Registered Nurses,1844,"Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition.",Supplemental,88.0,08/2021,Incumbent
29-1141.00,Registered Nurses,1859,"Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.",Supplemental,89.0,08/2021,Incumbent
29-1141.00,Registered Nurses,1860,"Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions.",Supplemental,88.0,08/2021,Incumbent
29-1141.00,Registered Nurses,1851,"Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.",Supplemental,90.0,08/2021,Incumbent
29-1141.00,Registered Nurses,1854,"Administer local, inhalation, intravenous, or other anesthetics.",Supplemental,87.0,08/2021,Incumbent
29-1141.00,Registered Nurses,1862,Provide or arrange for training or instruction of auxiliary personnel or students.,Supplemental,90.0,08/2021,Incumbent
29-1141.00,Registered Nurses,1863,Refer students or patients to specialized health resources or community agencies furnishing assistance.,Supplemental,90.0,08/2021,Incumbent
29-1141.00,Registered Nurses,1856,"Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",Supplemental,90.0,08/2021,Incumbent
29-1141.00,Registered Nurses,1864,Consult with institutions or associations regarding issues or concerns relevant to the practice and profession of nursing.,Supplemental,90.0,08/2021,Incumbent
29-1141.00,Registered Nurses,1852,Inform physician of patient's condition during anesthesia.,Supplemental,89.0,08/2021,Incumbent
29-1141.00,Registered Nurses,1866,Engage in research activities related to nursing.,Supplemental,90.0,08/2021,Incumbent
29-1141.01,Acute Care Nurses,18304,"Adjust settings on patients' assistive devices, such as temporary pacemakers.",Supplemental,21.0,08/2025,Occupational Expert
29-1141.01,Acute Care Nurses,18314,"Prescribe medications and observe patients' reactions, modifying prescriptions as needed.",Supplemental,19.0,08/2025,Occupational Expert
29-1141.01,Acute Care Nurses,18312,"Order, perform, or interpret the results of diagnostic tests and screening procedures based on assessment results, differential diagnoses, and knowledge about age, gender and health status of clients.",Supplemental,21.0,08/2025,Occupational Expert
29-1141.01,Acute Care Nurses,18315,Refer patients for specialty consultations or treatments.,Supplemental,21.0,08/2025,Occupational Expert
29-1141.02,Advanced Practice Psychiatric Nurses,17315,Monitor the use and status of medical and pharmaceutical supplies.,Supplemental,23.0,08/2023,Occupational Expert
29-1141.02,Advanced Practice Psychiatric Nurses,17318,Treat patients for routine physical health problems.,Supplemental,22.0,08/2023,Occupational Expert
29-1141.02,Advanced Practice Psychiatric Nurses,17314,Direct or provide home health services.,Supplemental,23.0,08/2023,Occupational Expert
29-1141.02,Advanced Practice Psychiatric Nurses,17312,"Teach classes in mental health topics, such as stress reduction.",Supplemental,23.0,08/2023,Occupational Expert
29-1161.00,Nurse Midwives,18451,Manage newborn care during the first weeks of life.,Supplemental,33.0,08/2021,Occupational Expert
29-1211.00,Anesthesiologists,7768,"Schedule and maintain use of surgical suite, including operating, wash-up, waiting rooms, or anesthetic and sterilizing equipment.",Supplemental,100.0,07/2012,Incumbent
29-1211.00,Anesthesiologists,7770,"Conduct medical research to aid in controlling and curing disease, to investigate new medications, and to develop and test new medical techniques.",Supplemental,98.0,07/2012,Incumbent
29-1213.00,Dermatologists,17086,Conduct clinical or basic research.,Supplemental,76.0,08/2021,Incumbent
29-1213.00,Dermatologists,17083,"Evaluate patients to determine eligibility for cosmetic procedures such as liposuction, laser resurfacing, or microdermabrasion.",Supplemental,75.0,08/2021,Incumbent
29-1215.00,Family Medicine Physicians,20121,"Prepare government or organizational reports which include birth, death, and disease statistics, workforce evaluations, or medical status of individuals.",Supplemental,58.0,08/2020,Incumbent
29-1216.00,General Internal Medicine Physicians,7802,"Conduct research to develop or test medications, treatments, or procedures to prevent or control disease or injury.",Supplemental,57.0,08/2021,Incumbent
29-1216.00,General Internal Medicine Physicians,7800,"Operate on patients to remove, repair, or improve functioning of diseased or injured body parts and systems.",Supplemental,57.0,08/2021,Incumbent
29-1216.00,General Internal Medicine Physicians,7801,"Plan, implement, or administer health programs in hospitals, businesses, or communities for prevention and treatment of injuries or illnesses.",Supplemental,57.0,08/2021,Incumbent
29-1217.00,Neurologists,17120,"Perform specialized treatments in areas such as sleep disorders, neuroimmunology, neuro-oncology, behavioral neurology, and neurogenetics.",Supplemental,62.0,07/2012,Incumbent
29-1217.00,Neurologists,17118,"Prescribe or administer treatments, such as transcranial magnetic stimulation, vagus nerve stimulation, and deep brain stimulation.",Supplemental,61.0,07/2012,Incumbent
29-1218.00,Obstetricians and Gynecologists,7818,"Conduct research to develop or test medications, treatments, or procedures to prevent or control disease or injury.",Supplemental,56.0,08/2023,Incumbent
29-1221.00,"Pediatricians, General",7832,"Operate on patients to remove, repair, or improve functioning of diseased or injured body parts and systems.",Supplemental,65.0,08/2020,Incumbent
29-1221.00,"Pediatricians, General",7831,"Plan, implement, or administer health programs or standards in hospitals, businesses, or communities for prevention or treatment of injury or illness.",Supplemental,65.0,08/2020,Incumbent
29-1221.00,"Pediatricians, General",7833,"Conduct research to study anatomy and develop or test medications, treatments, or procedures to prevent or control disease or injury.",Supplemental,65.0,08/2020,Incumbent
29-1221.00,"Pediatricians, General",20247,"Prepare government or organizational reports of birth, death, and disease statistics, workforce evaluations, or medical status of individuals.",Supplemental,65.0,08/2020,Incumbent
29-1222.00,"Physicians, Pathologists",17188,"Diagnose infections, such as Hepatitis B and Acquired Immune Deficiency Syndrome (AIDS), by conducting tests to detect the antibodies that patients' immune systems make to fight such infections.",Supplemental,80.0,08/2020,Incumbent
29-1222.00,"Physicians, Pathologists",17186,"Obtain specimens by performing procedures, such as biopsies or fine needle aspirations (FNAs) of superficial nodules.",Supplemental,80.0,08/2020,Incumbent
29-1222.00,"Physicians, Pathologists",17189,Conduct genetic analyses of deoxyribonucleic acid (DNA) or chromosomes to diagnose small biopsies and cell samples.,Supplemental,81.0,08/2020,Incumbent
29-1222.00,"Physicians, Pathologists",17183,Conduct research and present scientific findings.,Supplemental,80.0,08/2020,Incumbent
29-1222.00,"Physicians, Pathologists",17177,Testify in depositions or trials as an expert witness.,Supplemental,80.0,08/2020,Incumbent
29-1223.00,Psychiatrists,1838,Serve on committees to promote or maintain community mental health services or delivery systems.,Supplemental,108.0,07/2014,Incumbent
29-1224.00,Radiologists,17253,"Perform interventional procedures such as image-guided biopsy, percutaneous transluminal angioplasty, transhepatic biliary drainage, or nephrostomy catheter placement.",Supplemental,73.0,08/2023,Incumbent
29-1224.00,Radiologists,17235,Develop treatment plans for radiology patients.,Supplemental,72.0,08/2023,Incumbent
29-1229.01,Allergists and Immunologists,17064,Conduct laboratory or clinical research on allergy or immunology topics.,Supplemental,72.0,08/2022,Incumbent
29-1229.01,Allergists and Immunologists,17061,Present research findings at national meetings or in peer-reviewed journals.,Supplemental,72.0,08/2022,Incumbent
29-1229.06,Sports Medicine Physicians,17261,"Advise athletes on ways that substances, such as herbal remedies, could affect drug testing results.",Supplemental,64.0,07/2012,Incumbent
29-1241.00,"Ophthalmologists, Except Pediatric",17161,"Instruct interns, residents, or others in ophthalmologic procedures and techniques.",Supplemental,49.0,08/2022,Incumbent
29-1241.00,"Ophthalmologists, Except Pediatric",17164,Conduct clinical or laboratory-based research in ophthalmology.,Supplemental,49.0,08/2022,Incumbent
29-1292.00,Dental Hygienists,428,Conduct dental health clinics for community groups to augment services of dentist.,Supplemental,53.0,08/2021,Incumbent
29-1292.00,Dental Hygienists,425,Make impressions for study casts.,Supplemental,53.0,08/2021,Incumbent
29-1299.01,Naturopathic Physicians,18419,"Perform minor surgical procedures, such as removing warts, moles, or cysts, sampling tissues for skin cancer or lipomas, and applying or removing sutures.",Supplemental,25.0,08/2021,Occupational Expert
29-2011.00,Medical and Clinical Laboratory Technologists,1896,"Cultivate, isolate, or assist in identifying microbial organisms or perform various tests on these microorganisms.",Supplemental,81.0,08/2025,Incumbent
29-2011.00,Medical and Clinical Laboratory Technologists,1901,"Harvest cell cultures at optimum time, based on knowledge of cell cycle differences and culture conditions.",Supplemental,83.0,08/2025,Incumbent
29-2011.01,Cytogenetic Technologists,17387,"Communicate test results or technical information to patients, physicians, family members, or researchers.",Supplemental,21.0,08/2021,Occupational Expert
29-2011.01,Cytogenetic Technologists,20567,"Extract, measure, dilute as appropriate, label, and prepare DNA for array analysis.",Supplemental,21.0,08/2021,Occupational Expert
29-2011.02,Cytotechnologists,17400,Examine specimens to detect abnormal hormone conditions.,Supplemental,21.0,08/2021,Occupational Expert
29-2011.04,Histotechnologists,22785,Perform electron microscopy or mass spectrometry to analyze specimens.,Supplemental,21.0,08/2024,Occupational Expert
29-2012.00,Medical and Clinical Laboratory Technicians,1907,Conduct blood tests for transfusion purposes and perform blood counts.,Supplemental,118.0,07/2014,Incumbent
29-2012.00,Medical and Clinical Laboratory Technicians,1908,"Obtain specimens, cultivating, isolating, and identifying microorganisms for analysis.",Supplemental,122.0,07/2014,Incumbent
29-2012.00,Medical and Clinical Laboratory Technicians,1909,Examine cells stained with dye to locate abnormalities.,Supplemental,119.0,07/2014,Incumbent
29-2012.00,Medical and Clinical Laboratory Technicians,1911,Consult with a pathologist to determine a final diagnosis when abnormal cells are found.,Supplemental,119.0,07/2014,Incumbent
29-2012.00,Medical and Clinical Laboratory Technicians,1906,Perform medical research to further control or cure disease.,Supplemental,122.0,07/2014,Incumbent
29-2012.00,Medical and Clinical Laboratory Technicians,1917,"Test raw materials, processes, or finished products to determine quality or quantity of materials or characteristics of a substance.",Supplemental,122.0,07/2014,Incumbent
29-2012.00,Medical and Clinical Laboratory Technicians,1905,"Analyze and record test data to issue reports that use charts, graphs, or narratives.",Supplemental,118.0,07/2014,Incumbent
29-2031.00,Cardiovascular Technologists and Technicians,4144,Compare measurements of heart wall thickness and chamber sizes to standard norms to identify abnormalities.,Supplemental,103.0,07/2014,Incumbent
29-2031.00,Cardiovascular Technologists and Technicians,15235,Maintain a proper sterile field during surgical procedures.,Supplemental,103.0,07/2014,Incumbent
29-2031.00,Cardiovascular Technologists and Technicians,4142,"Observe ultrasound display screen and listen to signals to record vascular information, such as blood pressure, limb volume changes, oxygen saturation, or cerebral circulation.",Supplemental,103.0,07/2014,Incumbent
29-2031.00,Cardiovascular Technologists and Technicians,15236,"Assist physicians in the diagnosis and treatment of cardiac or peripheral vascular treatments, such as implanting pacemakers or assisting with balloon angioplasties to treat blood vessel blockages.",Supplemental,102.0,07/2014,Incumbent
29-2031.00,Cardiovascular Technologists and Technicians,4143,Assess cardiac physiology and calculate valve areas from blood flow velocity measurements.,Supplemental,103.0,07/2014,Incumbent
29-2031.00,Cardiovascular Technologists and Technicians,4140,Operate diagnostic imaging equipment to produce contrast enhanced radiographs of heart and cardiovascular system.,Supplemental,103.0,07/2014,Incumbent
29-2031.00,Cardiovascular Technologists and Technicians,4131,"Observe gauges, recorder, and video screens of data analysis system during imaging of cardiovascular system.",Supplemental,102.0,07/2014,Incumbent
29-2031.00,Cardiovascular Technologists and Technicians,4141,Inject contrast medium into patients' blood vessels.,Supplemental,103.0,07/2014,Incumbent
29-2031.00,Cardiovascular Technologists and Technicians,15237,"Transcribe, type, and distribute reports of diagnostic procedures for interpretation by physician.",Supplemental,103.0,07/2014,Incumbent
29-2031.00,Cardiovascular Technologists and Technicians,15238,"Set up 24-hour Holter and event monitors, scan and interpret tapes, and report results to physicians.",Supplemental,103.0,07/2014,Incumbent
29-2031.00,Cardiovascular Technologists and Technicians,15234,"Perform general administrative tasks, such as scheduling appointments or ordering supplies or equipment.",Supplemental,102.0,07/2014,Incumbent
29-2032.00,Diagnostic Medical Sonographers,438,Process and code film from procedures and complete appropriate documentation.,Supplemental,116.0,07/2013,Incumbent
29-2032.00,Diagnostic Medical Sonographers,450,Load and unload film cassettes used to record images from procedures.,Supplemental,115.0,07/2013,Incumbent
29-2033.00,Nuclear Medicine Technologists,4161,"Position radiation fields, radiation beams, and patient to allow for most effective treatment of patient's disease, using computer.",Supplemental,130.0,07/2013,Incumbent
29-2033.00,Nuclear Medicine Technologists,4162,"Add radioactive substances to biological specimens, such as blood, urine, or feces, to determine therapeutic drug or hormone levels.",Supplemental,132.0,07/2013,Incumbent
29-2033.00,Nuclear Medicine Technologists,4163,Develop treatment procedures for nuclear medicine treatment programs.,Supplemental,130.0,07/2013,Incumbent
29-2035.00,Magnetic Resonance Imaging Technologists,19233,"Place and secure small, portable magnetic resonance imaging (MRI) scanners on body part to be imaged, such as arm, leg, or head.",Supplemental,23.0,08/2023,Occupational Expert
29-2035.00,Magnetic Resonance Imaging Technologists,19221,Develop or otherwise produce film records of magnetic resonance images.,Supplemental,23.0,08/2023,Occupational Expert
29-2035.00,Magnetic Resonance Imaging Technologists,19235,Schedule appointments for research subjects or clinical patients.,Supplemental,23.0,08/2023,Occupational Expert
29-2036.00,Medical Dosimetrists,22840,"Develop treatment plans, and calculate doses for brachytherapy procedures.",Supplemental,20.0,08/2024,Occupational Expert
29-2036.00,Medical Dosimetrists,22846,"Measure the amount of radioactivity in patients or equipment, using radiation monitoring devices.",Supplemental,20.0,08/2024,Occupational Expert
29-2036.00,Medical Dosimetrists,22841,"Educate patients regarding treatment plans, physiological reactions to treatment, or post-treatment care.",Supplemental,19.0,08/2024,Occupational Expert
29-2051.00,Dietetic Technicians,4170,Determine food and beverage costs and assist in implementing cost control procedures.,Supplemental,49.0,08/2021,Incumbent
29-2051.00,Dietetic Technicians,4175,Refer patients to other relevant services to provide continuity of care.,Supplemental,49.0,08/2021,Incumbent
29-2051.00,Dietetic Technicians,4174,"Deliver speeches on diet, nutrition, or health to promote healthy eating habits and illness prevention and treatment.",Supplemental,49.0,08/2021,Incumbent
29-2052.00,Pharmacy Technicians,1955,Compute charges for medication or equipment dispensed to hospital patients and enter data in computer.,Supplemental,81.0,08/2021,Incumbent
29-2052.00,Pharmacy Technicians,1952,Prepare and process medical insurance claim forms and records.,Supplemental,78.0,08/2021,Incumbent
29-2052.00,Pharmacy Technicians,1949,"Transfer medication from vials to the appropriate number of sterile, disposable syringes, using aseptic techniques.",Supplemental,81.0,08/2021,Incumbent
29-2052.00,Pharmacy Technicians,18546,"Restock intravenous (IV) supplies and add measured drugs or nutrients to IV solutions under sterile conditions to prepare IV packs for various uses, such as chemotherapy medication.",Supplemental,79.0,08/2021,Incumbent
29-2052.00,Pharmacy Technicians,1951,Supply and monitor robotic machines that dispense medicine into containers and label the containers.,Supplemental,80.0,08/2021,Incumbent
29-2052.00,Pharmacy Technicians,1956,"Deliver medications or pharmaceutical supplies to patients, nursing stations, or surgery.",Supplemental,80.0,08/2021,Incumbent
29-2052.00,Pharmacy Technicians,1958,Maintain and merchandise home healthcare products or services.,Supplemental,78.0,08/2021,Incumbent
29-2052.00,Pharmacy Technicians,1957,Price stock and mark items for sale.,Supplemental,80.0,08/2021,Incumbent
29-2053.00,Psychiatric Technicians,6953,"Administer oral medications or hypodermic injections, following physician's prescriptions and hospital procedures.",Supplemental,70.0,08/2023,Incumbent
29-2053.00,Psychiatric Technicians,6954,Issue medications from dispensary and maintain records in accordance with specified procedures.,Supplemental,69.0,08/2023,Incumbent
29-2053.00,Psychiatric Technicians,6955,"Interview new patients to complete admission forms, to assess their mental health status, or to obtain their mental health and treatment history.",Supplemental,70.0,08/2023,Incumbent
29-2053.00,Psychiatric Technicians,6957,Contact patients' relatives to arrange family conferences.,Supplemental,70.0,08/2023,Incumbent
29-2055.00,Surgical Technologists,1971,"Maintain supply of fluids, such as plasma, saline, blood, or glucose, for use during operations.",Supplemental,92.0,07/2013,Incumbent
29-2055.00,Surgical Technologists,1972,Maintain files and records of surgical procedures.,Supplemental,90.0,07/2013,Incumbent
29-2056.00,Veterinary Technologists and Technicians,4200,"Conduct specialized procedures, such as animal branding or tattooing or hoof trimming.",Supplemental,81.0,08/2020,Incumbent
29-2057.00,Ophthalmic Medical Technicians,19253,Adjust or make minor repairs to spectacles or eyeglasses.,Supplemental,22.0,08/2020,Occupational Expert
29-2057.00,Ophthalmic Medical Technicians,19254,Assist patients to select eyewear.,Supplemental,21.0,08/2020,Occupational Expert
29-2061.00,Licensed Practical and Licensed Vocational Nurses,524,"Provide medical treatment or personal care to patients in private home settings, such as cooking, keeping rooms orderly, seeing that patients are comfortable and in good spirits, or instructing family members in simple nursing tasks.",Supplemental,98.0,08/2021,Incumbent
29-2061.00,Licensed Practical and Licensed Vocational Nurses,525,"Sterilize equipment and supplies, using germicides, sterilizer, or autoclave.",Supplemental,99.0,08/2021,Incumbent
29-2061.00,Licensed Practical and Licensed Vocational Nurses,528,"Make appointments, keep records, or perform other clerical duties in doctors' offices or clinics.",Supplemental,99.0,08/2021,Incumbent
29-2061.00,Licensed Practical and Licensed Vocational Nurses,529,Set up equipment and prepare medical treatment rooms.,Supplemental,98.0,08/2021,Incumbent
29-2061.00,Licensed Practical and Licensed Vocational Nurses,527,Wash and dress bodies of deceased persons.,Supplemental,101.0,08/2021,Incumbent
29-2061.00,Licensed Practical and Licensed Vocational Nurses,522,Clean rooms and make beds.,Supplemental,99.0,08/2021,Incumbent
29-2061.00,Licensed Practical and Licensed Vocational Nurses,523,Inventory and requisition supplies and instruments.,Supplemental,98.0,08/2021,Incumbent
29-2091.00,Orthotists and Prosthetists,9397,Publish research findings or present them at conferences and seminars.,Supplemental,21.0,08/2024,Occupational Expert
29-2092.00,Hearing Aid Specialists,17447,"Assist audiologists in performing aural procedures, such as real ear measurements, speech audiometry, auditory brainstem responses, electronystagmography, and cochlear implant mapping.",Supplemental,54.0,08/2020,Incumbent
29-2092.00,Hearing Aid Specialists,17445,Diagnose and treat hearing or related disabilities under the direction of an audiologist.,Supplemental,55.0,08/2020,Incumbent
29-2099.05,Ophthalmic Medical Technologists,19278,"Perform slit lamp biomicroscopy procedures to diagnose disorders of the eye, such as retinitis, presbyopia, cataracts, or retinal detachment.",Supplemental,20.0,08/2020,Occupational Expert
29-2099.05,Ophthalmic Medical Technologists,19270,"Create three-dimensional images of the eye, using computed tomography (CT).",Supplemental,19.0,08/2020,Occupational Expert
29-2099.08,Patient Representatives,17679,"Provide consultation or training to volunteers or staff on topics, such as guest relations, patients' rights, or medical issues.",Supplemental,60.0,08/2020,Incumbent
29-2099.08,Patient Representatives,17672,Analyze patients' abilities to pay to determine charges on a sliding scale.,Supplemental,59.0,08/2020,Incumbent
29-2099.08,Patient Representatives,17676,"Identify and share research, recommendations, or other information regarding legal liabilities, risk management, or quality of care.",Supplemental,60.0,08/2020,Incumbent
29-2099.08,Patient Representatives,17673,"Collect and report data on topics, such as patient encounters or inter-institutional problems, making recommendations for change when appropriate.",Supplemental,59.0,08/2020,Incumbent
29-2099.08,Patient Representatives,17675,Teach patients to use home health care equipment.,Supplemental,59.0,08/2020,Incumbent
29-9091.00,Athletic Trainers,18692,File athlete insurance claims and communicate with insurance providers.,Supplemental,55.0,08/2021,Incumbent
29-9091.00,Athletic Trainers,18693,Teach sports medicine courses to athletic training students.,Supplemental,55.0,08/2021,Incumbent
29-9091.00,Athletic Trainers,4238,"Perform team support duties, such as running errands, maintaining equipment, or stocking supplies.",Supplemental,55.0,08/2021,Incumbent
29-9093.00,Surgical Assistants,19313,Remove patient hair or disinfect incision sites to prepare patient for surgery.,Supplemental,78.0,07/2015,Incumbent
29-9093.00,Surgical Assistants,19297,Incise tissue layers in lower extremities to harvest veins.,Supplemental,78.0,07/2015,Incumbent
29-9093.00,Surgical Assistants,19301,Postoperatively inject a subcutaneous local anesthetic agent to reduce pain.,Supplemental,78.0,07/2015,Incumbent
